,Latitude,Longitude,Dec 25
28,39.21,-111.01,2.0
29,38.63,-109.41,0.0
32,37.67,-113.08,0.0
33,37.64,-113.13,0.0
35,37.66,-112.99,0.0
37,40.81,-111.83,0.0
38,41.91,-112.05,2.5
40,40.62,-111.78,0.0
41,41.83,-112.06,3.0
42,40.4,-111.53,0.0
44,40.44,-109.31,1.0
45,40.17,-110.4,0.0
48,41.3,-111.81,1.0
49,41.34,-111.85,5.0
52,37.77,-111.6,0.0
53,39.11,-113.95,1.0
54,40.99,-111.93,0.0
57,40.28,-109.86,0.0
58,38.58,-112.33,0.0
59,41.05,-111.91,0.0
61,38.58,-110.71,0.0
62,40.6,-112.51,0.0
63,38.37,-110.72,0.0
66,40.46,-111.23,28.0
67,40.47,-111.4,2.0
69,37.87,-110.39,0.0
70,40.67,-111.81,0.0
71,40.67,-111.83,0.0
72,37.39,-109.07,0.0
75,40.04,-113.99,0.0
76,40.36,-109.35,0.0
77,40.37,-109.35,1.5
78,40.64,-111.28,8.0
79,37.03,-112.54,0.0
80,37.51,-111.99,0.0
82,41.83,-111.32,7.0
83,39.56,-111.87,3.0
84,39.73,-112.31,0.0
85,38.41,-111.64,0.0
88,41.67,-111.89,2.0
89,41.73,-111.86,2.0
90,41.75,-111.8,4.0
92,39.26,-111.63,2.0
93,39.27,-111.66,4.0
94,38.45,-112.22,0.0
95,38.4,-113.02,0.0
97,38.57,-109.55,0.0
98,38.59,-109.56,0.0
100,37.87,-109.35,2.0
102,40.75,-111.72,2.0
104,40.63,-111.87,0.0
105,40.19,-110.06,0.0
106,40.42,-110.05,2.0
107,39.71,-111.83,4.0
108,37.46,-113.29,0.0
111,39.38,-112.34,0.0
113,40.71,-111.3,7.0
114,41.25,-111.94,0.0
117,40.13,-109.64,0.0
121,39.63,-113.89,0.0
123,41.26,-111.84,2.0
126,40.25,-111.65,0.0
127,41.66,-111.19,2.0
128,41.91,-111.81,1.0
129,41.92,-111.82,3.8
130,40.29,-109.96,0.0
131,41.82,-113.41,3.0
135,40.77,-111.97,0.0
139,39.96,-111.78,0.0
140,39.25,-112.11,3.0
141,39.68,-111.21,36.0
142,40.6,-111.58,32.0
143,40.7,-111.54,7.0
144,40.08,-111.6,0.0
145,37.12,-113.61,0.0
146,37.25,-113.62,0.0
147,37.8,-112.94,0.0
148,39.55,-110.39,5.0
152,41.92,-111.91,1.0
154,41.05,-112.94,0.0
155,37.27,-109.93,0.0
156,40.44,-109.54,2.0
157,40.1,-112.44,1.0
158,40.79,-111.41,0.0
159,41.11,-111.91,1.0
160,39.53,-110.73,2.0
164,37.21,-112.98,0.0
0,36.67,-81.96,0.0
1,36.94,-77.9,0.0
2,38.72,-77.08,0.0
4,37.35,-77.98,0.0
5,37.33,-78.83,0.0
7,37.76,-77.49,0.0
10,37.33,-79.51,0.0
11,37.54,-79.4,0.0
12,36.86,-82.8,0.0
13,37.23,-80.41,0.0
14,37.2,-80.41,0.0
15,37.46,-77.58,0.0
16,37.07,-78.95,0.0
17,37.51,-78.53,0.0
18,37.73,-79.36,0.0
19,37.09,-81.34,0.0
20,38.03,-78.52,0.0
21,36.78,-78.48,0.0
22,36.82,-79.41,0.0
23,37.13,-80.4,0.0
24,36.62,-78.55,0.0
25,37.15,-82.49,0.0
26,37.28,-78.96,0.0
27,37.08,-80.13,0.0
28,38.2,-77.37,0.0
29,37.78,-79.92,0.0
30,37.81,-79.99,0.0
31,37.67,-77.88,0.0
34,36.56,-79.36,0.0
35,36.57,-79.33,0.0
36,37.11,-77.2,0.0
38,36.7,-77.56,0.0
39,38.87,-77.3,0.0
41,37.33,-78.39,0.0
42,37.04,-77.95,0.0
43,38.75,-77.14,0.0
44,38.26,-77.36,0.0
45,36.65,-80.92,0.0
46,37.95,-79.95,0.0
47,37.62,-79.44,0.0
48,37.66,-77.57,0.0
51,37.28,-82.09,0.0
54,38.0,-79.83,0.0
55,37.13,-79.53,0.0
56,36.6,-78.3,0.0
57,36.9,-82.04,0.0
58,37.78,-79.44,0.0
59,38.04,-78.01,0.0
61,37.32,-79.21,0.0
64,36.7,-79.87,0.0
65,36.67,-80.45,0.0
66,37.76,-75.59,0.0
67,38.31,-79.72,0.0
71,37.51,-80.1,0.0
73,37.02,-82.32,0.0
74,36.86,-76.29,0.0
75,36.9,-76.19,0.0
76,36.87,-76.23,0.0
77,37.43,-76.44,0.0
79,38.91,-77.41,0.0
80,37.58,-75.82,0.0
81,37.81,-78.26,0.0
82,37.28,-80.69,0.0
83,37.67,-79.28,0.0
84,36.76,-83.01,0.0
85,37.24,-77.39,0.0
87,36.8,-76.33,0.0
88,37.06,-80.78,0.0
89,39.14,-77.71,0.0
90,37.13,-80.57,0.0
91,37.2,-80.59,0.0
92,37.09,-81.79,0.0
94,37.59,-77.54,0.0
95,37.51,-77.32,0.0
96,38.62,-77.97,0.0
97,37.36,-79.96,0.0
98,37.32,-79.97,0.0
99,36.98,-79.9,0.0
101,36.89,-81.77,0.0
102,36.7,-78.88,0.0
104,37.66,-77.57,0.0
105,38.16,-79.07,0.0
107,38.18,-79.09,0.0
108,36.97,-77.4,0.0
109,39.04,-78.35,0.0
110,36.64,-80.25,0.0
111,36.73,-76.6,0.0
112,37.46,-77.35,0.0
113,38.89,-77.29,0.0
116,38.95,-77.26,0.0
117,36.98,-77.01,0.0
118,36.98,-77.0,0.0
119,37.74,-77.04,0.0
120,36.6,-76.44,0.0
121,37.94,-75.47,0.0
122,37.99,-76.78,0.0
123,38.93,-77.45,0.0
124,38.85,-77.03,0.0
126,37.57,-76.8,0.0
127,38.98,-77.49,0.0
128,37.3,-76.7,0.0
129,38.18,-79.58,0.0
131,37.32,-77.64,0.0
132,36.97,-82.56,0.0
133,36.77,-80.26,0.0
134,36.96,-81.09,0.0
0,44.91,-73.27,3.0
1,45.01,-71.69,5.0
4,42.84,-72.56,1.0
5,44.47,-73.15,3.9
8,44.01,-72.32,6.0
9,43.96,-73.21,4.0
14,42.98,-72.78,1.0
15,44.64,-71.89,5.0
16,44.91,-72.81,5.0
18,44.41,-71.72,5.0
19,44.58,-71.78,9.0
20,44.61,-72.31,4.0
21,44.63,-72.28,5.5
23,43.92,-72.84,5.0
28,44.32,-72.97,1.5
29,44.81,-71.89,4.0
30,44.58,-72.79,4.0
31,44.66,-72.68,4.0
32,43.29,-72.83,5.0
33,44.49,-71.7,5.5
36,43.17,-73.02,2.5
37,42.88,-72.71,2.0
39,44.32,-72.63,5.0
40,43.49,-73.13,2.0
45,44.95,-72.19,4.0
47,43.6,-72.36,6.0
48,44.17,-72.65,4.0
49,43.26,-72.91,5.0
50,44.28,-72.42,4.0
51,43.74,-72.53,7.0
55,44.36,-72.96,2.5
56,43.88,-72.8,5.0
57,43.89,-72.77,5.0
59,43.63,-72.98,2.0
60,44.23,-72.11,4.9
61,44.42,-72.02,6.0
63,44.42,-73.19,1.5
64,44.07,-72.97,3.0
66,44.46,-72.69,3.5
67,44.61,-72.05,6.0
69,44.59,-72.92,3.0
72,44.17,-73.25,6.0
76,44.36,-72.81,5.0
81,44.89,-72.44,4.5
82,43.13,-72.53,2.5
83,44.56,-72.09,5.5
84,44.44,-73.07,2.5
86,44.49,-72.43,5.0
87,43.63,-72.51,5.0
88,44.37,-72.58,3.0
2,48.49,-122.61,0.5
7,48.42,-122.61,0.0
10,46.2,-117.25,0.0
16,45.77,-122.53,0.0
23,48.72,-122.5,1.0
26,48.72,-122.35,1.5
27,48.78,-122.36,2.5
29,48.85,-122.34,1.0
34,48.56,-122.4,0.8
36,47.59,-122.61,0.0
37,47.6,-122.6,0.0
41,45.74,-122.44,0.0
42,48.59,-122.33,2.0
44,45.61,-122.51,0.0
48,46.63,-123.1,0.5
49,47.83,-120.0,3.0
54,47.98,-117.61,10.0
59,48.52,-121.76,5.0
61,48.54,-121.74,1.0
63,46.06,-122.2,1.0
64,47.95,-119.0,0.0
69,47.66,-118.16,4.0
70,47.81,-118.11,2.5
71,47.87,-118.15,4.0
76,48.75,-122.11,4.0
77,48.71,-121.14,9.0
78,46.64,-123.26,1.0
82,47.24,-121.19,35.0
83,47.31,-121.25,88.0
84,48.08,-117.19,18.0
87,47.7,-120.32,7.0
88,48.74,-118.05,5.5
93,47.87,-122.16,1.0
99,48.8,-122.71,2.9
103,48.01,-122.51,0.0
107,48.55,-123.13,0.5
118,48.89,-121.95,5.0
119,45.81,-120.84,1.0
125,48.2,-120.77,42.0
126,47.43,-123.21,5.5
131,46.21,-119.1,0.0
132,46.21,-119.17,0.0
134,46.19,-119.32,0.0
137,47.81,-122.53,0.0
145,47.0,-118.57,0.0
146,46.75,-121.81,33.0
151,46.0,-118.47,0.0
156,48.6,-120.43,21.0
157,47.59,-122.25,0.0
158,45.95,-122.56,0.0
159,47.88,-122.18,0.1
161,46.71,-122.18,8.8
162,47.85,-121.99,0.0
167,48.43,-122.39,0.0
169,48.68,-121.24,3.0
170,48.19,-117.06,18.0
171,47.87,-117.67,4.0
173,47.47,-121.68,2.0
175,48.9,-117.83,8.0
178,48.29,-122.52,0.0
181,47.33,-118.7,0.0
192,46.61,-122.69,1.5
193,46.63,-122.62,1.0
194,48.61,-122.95,0.5
197,48.96,-119.44,1.0
199,47.57,-120.6,7.5
202,48.08,-123.31,1.0
204,48.04,-123.34,2.0
205,48.04,-123.33,2.2
206,48.08,-123.47,2.0
209,48.08,-123.44,2.8
211,48.1,-123.35,0.5
212,48.11,-123.61,4.0
227,46.73,-117.18,6.0
233,46.65,-123.73,2.0
241,48.76,-118.74,2.3
245,46.34,-119.27,0.0
247,47.12,-118.37,1.0
248,47.17,-118.52,1.5
249,46.85,-123.06,0.5
251,48.73,-121.07,12.0
256,47.61,-122.31,0.0
263,47.69,-122.26,0.0
264,47.44,-122.31,0.0
265,48.58,-122.24,4.5
267,48.07,-123.08,0.5
268,48.04,-123.08,0.5
272,48.01,-123.17,1.0
274,47.69,-122.3,0.0
275,45.62,-122.22,0.0
278,47.81,-117.66,8.0
280,47.72,-117.45,5.0
281,47.59,-117.42,3.5
282,47.74,-117.34,2.5
283,47.76,-117.43,4.5
284,47.62,-117.53,3.9
285,47.68,-117.63,4.0
289,48.35,-120.73,35.0
294,47.26,-122.48,0.0
296,47.12,-117.39,1.5
297,47.7,-121.69,9.0
299,48.56,-119.03,8.0
301,48.71,-119.27,8.5
303,45.99,-121.54,16.5
304,45.73,-121.57,7.0
306,48.65,-121.69,13.0
308,45.67,-122.69,0.0
318,47.42,-120.34,5.5
319,45.73,-121.5,2.5
323,47.77,-118.72,2.0
326,48.56,-120.26,16.5
330,46.6,-120.55,0.0
1,43.42,-88.35,0.0
2,44.33,-91.92,0.0
5,45.16,-89.11,2.0
6,44.28,-88.44,0.0
7,44.29,-88.39,0.0
8,45.67,-88.9,4.0
10,43.3,-89.35,0.0
11,46.58,-90.88,1.5
13,46.55,-90.92,0.0
14,46.6,-91.08,3.5
16,44.3,-90.12,0.0
17,44.96,-92.39,0.0
18,43.46,-89.73,0.0
20,46.88,-90.86,1.5
21,46.94,-90.83,3.5
22,46.79,-90.86,5.0
24,43.46,-88.76,0.0
25,43.44,-88.85,0.0
26,43.51,-87.85,0.0
27,42.5,-89.03,0.0
28,42.52,-89.01,0.0
30,43.99,-88.94,0.0
33,44.29,-90.85,0.0
35,45.09,-91.49,0.0
36,43.16,-90.68,0.0
37,46.13,-89.62,5.0
40,44.16,-88.08,0.0
41,42.62,-89.39,0.0
43,43.05,-88.18,0.0
44,43.18,-87.98,0.0
46,46.54,-91.59,2.0
47,42.65,-88.25,0.0
49,45.97,-90.6,3.0
50,43.79,-90.8,0.0
51,42.75,-90.84,0.0
53,43.06,-89.48,0.0
54,45.29,-91.62,0.0
56,44.03,-88.15,0.0
57,44.93,-91.41,1.0
61,44.87,-91.49,0.0
62,46.17,-90.98,2.0
67,43.31,-88.71,0.0
71,43.33,-89.01,0.0
75,45.8,-91.46,2.0
76,45.36,-88.19,4.0
77,45.53,-92.02,1.0
78,42.68,-90.11,0.0
81,42.64,-88.66,0.0
82,44.35,-87.81,0.0
84,42.96,-90.12,0.0
86,42.88,-89.21,0.0
87,44.62,-91.98,0.0
90,44.77,-91.5,0.5
91,44.79,-91.52,0.0
93,44.77,-89.77,0.0
94,43.79,-88.62,0.0
97,42.67,-88.53,0.0
105,43.0,-89.44,0.0
106,45.93,-88.26,6.0
107,45.89,-88.14,4.0
108,43.77,-88.47,0.0
109,43.8,-88.45,0.0
110,44.7,-87.4,0.0
111,42.91,-88.86,0.0
116,43.57,-91.23,0.0
117,43.24,-88.12,0.0
118,46.24,-91.8,2.0
119,43.31,-87.96,0.0
123,44.47,-87.97,0.0
124,44.48,-88.14,0.0
126,44.5,-88.11,0.0
128,42.96,-88.02,0.0
130,44.12,-89.54,0.0
133,43.16,-88.3,0.0
134,46.13,-91.4,2.5
136,46.0,-91.51,2.0
137,45.78,-89.7,2.0
141,43.93,-91.24,0.0
142,43.44,-88.63,0.0
143,46.46,-90.2,0.0
145,43.32,-88.17,0.0
150,42.68,-89.08,0.0
151,42.99,-88.8,0.0
152,45.08,-91.33,0.0
154,44.26,-88.29,0.0
155,42.56,-87.86,0.0
158,42.56,-87.82,0.0
159,43.53,-88.27,0.0
160,44.46,-87.5,0.0
161,43.87,-91.27,0.0
162,43.88,-91.25,0.0
163,43.82,-91.19,0.0
164,43.57,-90.63,0.0
165,43.13,-88.54,0.0
166,46.12,-89.08,6.0
170,42.59,-88.42,0.0
171,42.6,-88.43,0.0
172,43.08,-88.9,0.0
173,42.83,-90.79,0.0
174,46.19,-89.46,8.0
175,43.32,-89.53,0.0
176,45.57,-92.49,0.0
177,43.21,-91.1,0.0
178,46.78,-90.77,2.0
180,43.06,-89.46,0.0
182,43.08,-89.47,0.0
187,43.14,-89.35,0.0
189,45.1,-87.62,1.0
190,43.7,-89.0,0.0
191,44.64,-90.13,0.0
192,44.64,-90.19,0.0
194,44.17,-90.35,0.0
195,43.79,-90.06,0.0
197,45.13,-90.34,1.0
198,45.14,-90.33,0.5
202,44.9,-91.92,1.0
207,45.18,-89.66,1.0
208,45.18,-89.85,0.0
209,43.09,-89.52,0.0
214,42.95,-87.9,0.0
216,45.89,-89.73,1.0
220,42.6,-89.67,0.0
221,43.78,-89.32,0.0
222,42.72,-89.56,0.0
225,45.17,-88.49,11.0
226,42.99,-89.74,0.0
227,42.87,-88.33,0.0
228,42.84,-88.38,0.0
229,42.85,-88.44,0.0
231,42.89,-88.14,0.0
232,44.17,-88.45,0.0
237,44.36,-88.72,0.0
240,45.95,-92.22,2.5
241,43.1,-88.49,0.0
242,43.11,-88.52,0.0
243,43.09,-88.54,0.0
245,43.1,-88.5,0.0
247,46.6,-90.65,1.5
248,44.02,-88.78,0.0
252,44.02,-88.56,0.0
253,44.01,-88.52,0.0
254,44.02,-88.59,0.0
255,44.09,-88.55,0.0
256,43.99,-88.56,0.0
258,43.79,-89.64,0.0
259,42.9,-88.59,0.0
263,42.53,-88.33,0.0
265,45.03,-87.74,2.0
267,46.07,-89.08,6.0
269,45.68,-90.4,1.0
276,43.51,-89.57,0.0
278,43.53,-89.44,0.0
279,43.05,-91.13,0.0
280,43.06,-91.14,0.0
283,44.68,-88.23,0.0
285,42.71,-87.85,0.0
288,42.7,-87.79,0.0
289,43.55,-87.95,0.0
290,43.55,-90.0,0.0
291,43.52,-90.0,0.0
292,46.12,-89.88,2.0
293,45.6,-89.45,4.0
294,45.65,-89.31,3.0
295,45.71,-89.42,3.0
296,45.63,-89.48,1.2
297,45.62,-89.41,1.0
299,45.54,-89.73,4.0
306,44.97,-92.56,0.0
307,42.73,-88.23,0.0
308,43.46,-89.97,0.0
314,43.37,-87.95,0.0
315,43.38,-87.94,0.0
317,44.76,-88.62,0.0
323,43.72,-87.71,0.0
325,44.44,-88.58,0.0
326,43.1,-87.89,0.0
328,43.33,-88.3,0.0
329,46.35,-91.84,2.0
330,42.9,-87.85,0.0
331,42.51,-89.9,0.0
332,43.94,-90.82,0.0
333,45.82,-91.88,2.0
334,45.92,-89.49,4.0
335,45.41,-92.65,1.0
336,43.13,-90.84,0.0
337,44.51,-89.59,0.0
341,45.86,-91.58,3.0
342,42.91,-89.21,0.0
343,44.82,-90.09,0.0
344,44.88,-87.34,0.0
345,44.66,-88.12,5.0
347,42.97,-88.55,0.0
348,45.38,-89.19,1.0
350,46.73,-92.07,2.0
352,46.71,-92.14,0.5
354,45.0,-88.38,7.0
358,43.49,-88.4,0.0
360,45.46,-89.73,5.0
361,43.47,-88.88,0.0
362,44.0,-91.44,0.0
364,44.14,-87.57,0.0
365,44.15,-87.57,0.0
366,44.18,-87.58,0.0
367,42.69,-88.03,0.0
370,44.04,-87.94,0.0
372,43.56,-90.88,0.0
375,45.36,-86.89,0.0
376,43.19,-88.98,0.0
378,43.18,-88.7,0.0
379,43.17,-88.74,0.0
381,44.35,-89.06,0.0
384,44.93,-89.63,1.2
386,44.04,-89.24,0.0
387,43.0,-88.02,0.0
391,43.43,-88.16,0.0
392,43.41,-88.19,0.0
393,43.9,-91.1,0.0
394,45.15,-88.74,4.0
395,42.85,-88.72,0.0
397,45.71,-89.85,3.0
399,42.82,-88.17,0.0
400,44.4,-89.83,0.0
401,43.61,-89.76,0.0
402,44.34,-89.78,0.0
403,44.36,-89.84,0.0
404,44.33,-88.17,0.0
0,37.73,-80.66,0.0
2,38.53,-79.77,0.0
3,39.27,-79.37,0.0
4,37.78,-81.12,0.0
5,37.76,-81.19,0.0
6,37.26,-81.23,0.0
7,37.3,-81.2,0.0
8,37.64,-80.88,0.0
9,38.19,-80.13,0.0
10,38.98,-80.22,0.0
11,38.85,-80.62,0.0
13,39.51,-78.3,0.0
14,39.05,-79.44,0.0
17,38.38,-81.59,0.0
19,38.31,-81.72,0.0
20,39.27,-80.35,0.0
21,37.66,-81.09,0.0
22,38.34,-80.65,0.0
23,39.1,-79.43,0.0
24,37.95,-82.4,0.0
25,38.14,-82.38,0.0
26,38.89,-79.86,0.0
27,39.46,-80.14,0.0
28,38.29,-79.82,0.0
29,38.66,-80.77,0.0
30,38.93,-80.83,0.0
31,38.91,-81.08,0.0
32,37.54,-80.66,0.0
34,39.22,-81.05,0.0
36,38.41,-82.4,0.0
37,38.37,-82.55,0.0
38,38.42,-82.03,0.0
39,39.42,-79.01,0.0
41,37.86,-80.4,0.0
42,37.87,-81.98,0.0
43,38.19,-81.37,0.0
44,38.1,-81.85,0.0
45,39.47,-77.97,0.0
46,39.47,-80.86,0.0
48,39.01,-78.95,0.0
49,39.57,-80.01,0.0
50,39.62,-79.97,0.0
51,39.91,-80.75,0.0
52,38.19,-80.85,0.0
53,37.58,-81.33,0.0
55,40.53,-80.63,0.0
56,39.65,-80.74,0.0
57,37.68,-81.62,0.0
58,39.28,-81.56,0.0
59,38.42,-82.3,0.0
62,40.15,-80.7,0.0
63,37.39,-81.08,0.0
64,37.6,-81.82,0.0
66,38.82,-81.71,0.0
68,38.86,-80.31,0.0
69,39.34,-78.77,0.0
70,38.78,-80.96,0.0
71,38.02,-80.68,0.0
72,38.38,-81.83,0.0
73,38.52,-81.65,0.0
76,38.8,-81.36,0.0
78,39.0,-80.47,0.0
81,39.51,-79.51,0.0
82,39.25,-79.51,0.0
84,39.16,-81.41,0.0
86,37.79,-80.31,0.0
0,42.73,-110.92,12.0
1,43.08,-111.0,8.5
2,43.77,-111.03,12.0
3,41.04,-107.66,0.0
4,44.38,-108.03,1.0
5,42.62,-106.36,0.0
6,42.87,-110.91,18.0
7,44.48,-104.17,1.5
8,44.68,-107.01,3.0
11,43.21,-110.4,13.0
12,42.72,-109.69,3.0
14,44.17,-106.61,0.5
15,44.28,-106.73,0.5
17,44.77,-107.52,12.0
18,42.81,-106.33,0.0
21,42.85,-106.28,0.0
24,42.9,-106.47,0.0
25,41.14,-104.79,3.0
26,41.14,-104.79,1.5
27,41.15,-104.81,1.0
28,41.15,-104.82,3.0
29,41.11,-104.6,0.7
30,41.3,-104.83,1.0
31,41.27,-104.92,1.5
33,41.14,-104.75,2.0
34,41.17,-104.77,1.0
35,41.17,-104.77,4.0
36,41.14,-104.84,3.0
39,41.2,-104.79,2.3
42,41.2,-104.72,2.5
43,41.06,-104.81,0.4
45,41.15,-104.81,2.0
46,41.16,-104.81,1.2
48,44.7,-106.33,0.6
50,44.41,-108.9,0.0
51,44.54,-109.02,0.0
55,42.93,-110.13,5.0
56,43.41,-110.16,21.0
57,44.88,-107.26,1.0
58,44.88,-107.26,2.0
60,42.76,-105.32,0.0
62,43.54,-109.66,4.0
63,44.5,-108.39,0.0
64,42.14,-109.43,2.0
65,41.99,-110.06,2.0
66,42.21,-104.52,1.0
68,44.27,-105.45,0.0
71,41.52,-109.47,1.0
73,41.15,-105.17,4.0
74,44.78,-106.96,4.0
75,43.49,-110.76,5.0
76,43.62,-110.63,9.0
79,42.49,-107.83,0.0
83,44.56,-110.4,18.0
84,44.9,-110.23,2.0
85,42.83,-108.75,0.0
87,42.76,-108.79,0.5
89,42.82,-108.73,0.0
90,41.32,-105.58,3.8
92,41.3,-105.57,1.0
93,41.32,-105.55,4.5
94,41.29,-105.54,3.9
95,41.3,-105.52,2.0
98,44.85,-106.29,0.0
99,42.2,-106.86,1.0
100,42.13,-104.39,0.0
101,44.84,-105.37,1.0
103,44.81,-108.41,0.0
106,41.32,-110.27,5.0
110,43.41,-106.28,1.0
112,43.86,-110.59,14.0
117,43.86,-104.14,0.2
118,44.46,-110.83,24.0
119,42.21,-104.56,0.0
120,44.5,-109.96,16.0
122,42.87,-109.86,2.0
123,42.86,-109.9,4.0
125,43.22,-110.02,17.5
130,44.78,-108.76,0.0
131,44.18,-107.94,1.0
132,41.8,-107.24,4.0
133,43.24,-104.29,0.0
134,41.27,-106.69,6.0
139,43.64,-104.84,0.0
143,41.51,-109.16,2.5
145,41.5,-106.79,4.0
146,44.54,-107.78,1.0
147,44.81,-106.96,3.0
148,44.81,-106.98,4.1
149,44.98,-106.85,4.0
150,44.75,-106.99,2.0
151,44.77,-107.06,4.0
152,44.84,-106.84,4.0
153,43.24,-108.11,0.0
154,42.55,-110.89,20.0
155,44.14,-110.67,31.0
156,44.58,-106.91,2.0
158,44.57,-106.93,4.5
160,44.03,-107.45,2.0
162,44.1,-107.47,1.2
164,44.06,-107.38,1.0
166,42.9,-110.98,14.0
167,42.98,-110.95,12.0
169,43.8,-108.19,0.8
170,43.73,-108.18,1.0
171,43.66,-108.38,1.0
172,43.75,-108.14,1.0
175,44.92,-110.42,5.0
176,44.09,-104.61,1.0
177,41.67,-107.98,2.0
178,44.64,-105.3,1.0
179,44.79,-105.27,1.0
181,41.83,-105.21,0.3
184,44.14,-107.94,1.0
185,44.49,-110.0,11.0
